image_name,question,answer
d40e4244.jpg,Is the box rectangular?,Yes
d40e4244.jpg,What color is the predominant spice color?,Green
69fa60eb.jpg,What color are the flowers?,Pink
69fa60eb.jpg,How many camera cutouts are visible?,1
69fa60eb.jpg,What shape is the phone case?,Rectangular
69fa60eb.jpg,Are the flowers patterned or randomly placed?,Patterned
69fa60eb.jpg,Is the background light or dark?,Dark
12d6c0f3.jpg,What color is the grain?,Tan
12d6c0f3.jpg,How many bags are shown?,2
12d6c0f3.jpg,What shape is the scoop?,Oval
12d6c0f3.jpg,What material is the smaller bag?,Burlap
12d6c0f3.jpg,Is the grain packaged?,Yes
455a08e9.jpg,What color are the zippers?,Pink
455a08e9.jpg,How many visible compression straps are there?,4
455a08e9.jpg,What shape is the backpack?,Rectangular
455a08e9.jpg,Is the bottom of the backpack black?,Yes
455a08e9.jpg,What brand is the backpack?,AmazonBasics
36f2cff1.jpg,What shape is the buckle?,Rectangular
36f2cff1.jpg,How many buckles are visible?,1
36f2cff1.jpg,What color is the belt?,Brown
36f2cff1.jpg,Is the belt's texture smooth or rough?,Smooth
36f2cff1.jpg,What material does the belt appear to be made of?,Leather
d5a56eea.jpg,What shape is the dog bed?,Round
d5a56eea.jpg,How many dogs are in the bed?,1
d5a56eea.jpg,What color is the outer ring of the bed?,Blue
d5a56eea.jpg,Is the bed's interior lighter or darker than the exterior?,Darker
d5a56eea.jpg,What is the bed's texture?,Smooth
5b2053cf.jpg,What shape is this product?,Rectangular
5b2053cf.jpg,How many seams are visible?,4
5b2053cf.jpg,What color are the thinner grid lines?,Lighter
5b2053cf.jpg,Is the pattern striped or checkered?,Checkered
5b2053cf.jpg,What is the background color?,Brown
6af4b0b8.jpg,How many masks are in the box?,50
6af4b0b8.jpg,What color is the mask?,Blue
6af4b0b8.jpg,What shape is the box?,Rectangular
6af4b0b8.jpg,Is the mask folded?,Yes
6af4b0b8.jpg,How many pleats are visible on the mask?,3
336202dc.jpg,What shape is the roll?,Cylindrical
336202dc.jpg,How many rolls are visible?,1
336202dc.jpg,Is the material reflective?,Yes
336202dc.jpg,What color is the cardboard core?,Brown
336202dc.jpg,What is the film's primary color?,Silver
7d1f5333.jpg,What color is the background of the phone case?,Black
7d1f5333.jpg,How many camera lenses are visible?,1
7d1f5333.jpg,What shape is the phone case?,Rectangular
7d1f5333.jpg,Is the pattern floral?,Yes
7d1f5333.jpg,What color are the designs?,White
1cded4ed.jpg,What color is the bottle's cap?,Black
1cded4ed.jpg,What shape is the container?,Cylindrical
1cded4ed.jpg,How many chilies are pictured on the label?,1
1cded4ed.jpg,What is the brand name?,Happy
1cded4ed.jpg,What color is the chili powder?,Red
4ef87c4f.jpg,What shape is the phone case?,Rectangular
4ef87c4f.jpg,How many camera cutouts are visible?,1
4ef87c4f.jpg,What color are the roses?,Red
4ef87c4f.jpg,Is the background light or dark?,Dark
4ef87c4f.jpg,What is the primary design element?,Floral
be8002b7.jpg,What color is the charging cable?,Black
be8002b7.jpg,How many products are shown?,2
be8002b7.jpg,What shape is the phone case?,Rectangular
be8002b7.jpg,What brand is visible on the cable?,AmazonBasics
be8002b7.jpg,What color is the bottom part of the phone case?,Blue
b252ac23.jpg,How many stacks of cups are shown?,6
b252ac23.jpg,What shape are the cups?,Cylindrical
b252ac23.jpg,What color is the second cup stack from the left?,White
b252ac23.jpg,How many red cup stacks are visible?,2
b252ac23.jpg,What color is between the white and red stacks?,Blue
0a988046.jpg,What shape are the speakers?,Round
0a988046.jpg,How many speakers are shown?,2
0a988046.jpg,What color is the speaker cone?,Silver
0a988046.jpg,Are the mounting brackets visible?,Yes
0a988046.jpg,Is the wiring visible in one speaker?,Yes
29a17f89.jpg,What shape are the individual elements in the pattern?,Rectangular
29a17f89.jpg,How many camera lenses are visible?,2
29a17f89.jpg,What color is the top edge of the phone case?,Black
29a17f89.jpg,Is the pattern striped?,No
29a17f89.jpg,What is the predominant color of the pattern?,Brown
d999bf51.jpg,What shape are these items?,Rectangular
d999bf51.jpg,How many items are shown?,2
d999bf51.jpg,What color are the sheets?,Gray
d999bf51.jpg,Are these items patterned or solid?,Solid
d999bf51.jpg,Folded or unfolded?,Folded
f22d1333.jpg,What color is the background?,Blue
f22d1333.jpg,How many mustaches are visible?,3
f22d1333.jpg,What shape is the camera cutout?,Pill
f22d1333.jpg,What instrument resembles a guitar?,Ukulele
f22d1333.jpg,What animal is depicted?,Pug
6b40cc58.jpg,What shape is the ottoman?,Square
6b40cc58.jpg,How many legs does the ottoman have?,4
6b40cc58.jpg,What color are the legs?,Brown
6b40cc58.jpg,Is the top surface smooth or textured?,Textured
6b40cc58.jpg,What is the ottoman's primary material?,Leather
2c38d168.jpg,What shape are the individual design elements?,Square
2c38d168.jpg,How many camera cutouts are visible?,1
2c38d168.jpg,What color is the phone case?,Black
2c38d168.jpg,Is the surface matte or glossy?,Glossy
2c38d168.jpg,What shape is the phone case?,Rectangular
95627f78.jpg,What shape is the phone case?,Rectangular
95627f78.jpg,How many bridges are visible?,1
95627f78.jpg,What color is the bridge?,Brown
95627f78.jpg,Are the trees predominantly light or dark?,Dark
95627f78.jpg,What is the prominent material of the bridge?,Wood
551ef19e.jpg,How many bibs are shown?,4
551ef19e.jpg,What shape are the bibs?,Round
551ef19e.jpg,What color is the text on one bib?,Silver
551ef19e.jpg,What color is the burp cloth (on the left)?,Pink
551ef19e.jpg,What pattern appears on some of the bibs?,Floral
eff0f3e9.jpg,What shape is the dominant pattern?,Star
eff0f3e9.jpg,How many camera lenses are visible?,1
eff0f3e9.jpg,What color primarily covers the case?,Gold
eff0f3e9.jpg,Is the case's pattern geometric or organic?,Geometric
eff0f3e9.jpg,What device does this case fit?,Phone
d1cea4e3.jpg,What shape is the main stone?,Heart
d1cea4e3.jpg,What color is the metal?,Silver
d1cea4e3.jpg,How many visible stones are prong-set?,1
d1cea4e3.jpg,What color is the central gem?,Purple
d1cea4e3.jpg,Is the chain textured or smooth?,Smooth
00d2ce8a.jpg,How many camera cutouts are visible?,1
00d2ce8a.jpg,What color dominates the case?,White
00d2ce8a.jpg,Is the pattern geometric or floral?,Geometric
00d2ce8a.jpg,Rectangular or square is the overall shape?,Rectangular
00d2ce8a.jpg,Black or grey is the darker color in the design?,Black
3595924e.jpg,What color is the logo?,Black
3595924e.jpg,How many words are visible?,1
3595924e.jpg,What shape is the arrow underneath the text?,Smile
3595924e.jpg,Is the text uppercase or lowercase?,Lowercase
3595924e.jpg,What is the brand name?,AmazonBasics
f5297ebf.jpg,What color are the shoes?,Black
f5297ebf.jpg,How many bows are there?,1
f5297ebf.jpg,What shape is the toe?,Round
f5297ebf.jpg,Are the shoes pointed?,No
f5297ebf.jpg,Is the material shiny?,Yes
f0697dca.jpg,What color are the laces?,Brown
f0697dca.jpg,How many eyelets are visible on each shoe?,4
f0697dca.jpg,What material is the upper part of the shoe made of?,Suede
f0697dca.jpg,What color is the sole?,White
f0697dca.jpg,What shape is the toe?,Rounded
6adee587.jpg,What color are the washcloths?,Gray
6adee587.jpg,What shape are the washcloths?,Rectangular
6adee587.jpg,How many washcloths are visible in the front stack?,13
6adee587.jpg,What is the texture of the washcloths?,Terry
6adee587.jpg,What is the purpose of these cloths?,Washing
f35e5c4b.jpg,How many camera lenses are visible?,1
f35e5c4b.jpg,What shape is the phone case?,Rectangular
f35e5c4b.jpg,What color dominates the top of the case?,Green
f35e5c4b.jpg,Is the pattern abstract or geometric?,Abstract
f35e5c4b.jpg,What color is the depicted lighthouse?,Red
4116d1f2.jpg,What shape is the bottle?,Round
4116d1f2.jpg,How many tablets are in the bottle?,180
4116d1f2.jpg,What vitamin is this product for?,C
4116d1f2.jpg,What color is the bottle's cap?,Grey/Gray
4116d1f2.jpg,What flavor are these chewable tablets?,Orange
2d6ada6d.jpg,What shape is the knob?,Circular
2d6ada6d.jpg,How many screws are included?,2
2d6ada6d.jpg,What color are the screws?,Silver
2d6ada6d.jpg,Is the knob's surface smooth or textured?,Smooth
2d6ada6d.jpg,What is the knob's primary material (judging by appearance)?,Metal
dd215781.jpg,How many camera lenses are visible?,1
dd215781.jpg,What is the predominant color?,Orange
dd215781.jpg,What shape are the capacitive buttons?,Rectangular
dd215781.jpg,Is the pattern abstract or geometric?,Abstract
dd215781.jpg,What is the format of the image printed on the case?,Portrait
cdb47af9.jpg,How many straps are visible?,2
cdb47af9.jpg,What shape are the wall-mounting holes?,Round
cdb47af9.jpg,What color is the mount?,Black
cdb47af9.jpg,Is the mount's profile described as high or low?,Low
cdb47af9.jpg,What tool is incorporated into the mount's design?,Level
6fa39835.jpg,How many pillows are shown?,2
6fa39835.jpg,What shape is the pillow?,Rectangular
6fa39835.jpg,What color is the duvet cover?,Beige
6fa39835.jpg,Is the duvet cover patterned or plain?,Plain
6fa39835.jpg,What is the likely material of this bedding?,Fabric
34f678d4.jpg,What color are the shoes?,Grey
34f678d4.jpg,How many shoes are visible?,1
34f678d4.jpg,What shape is the toe?,Round
34f678d4.jpg,Are the shoes high-top or low-top?,Low-top
34f678d4.jpg,What material does the upper appear to be made of?,Velvet
3595924e.jpg,What color is the logo?,Black
3595924e.jpg,How many words are visible?,Two
3595924e.jpg,What shape resembles the underline?,Smile/Arrow
3595924e.jpg,Is the text uppercase or lowercase?,Lowercase
3595924e.jpg,What is the brand name?,AmazonBasics
3a21cf6a.jpg,How many cinnamon rolls are depicted on the box?,3
3a21cf6a.jpg,What color is the icing?,White
3a21cf6a.jpg,What is the brand name?,365
3a21cf6a.jpg,What shape is the box?,Rectangular
3a21cf6a.jpg,How many rolls does the package contain?,8
f6071541.jpg,What color is the shoe's upper?,Brown
f6071541.jpg,How many shoes are visible?,1
f6071541.jpg,What shape is the toe?,Round
f6071541.jpg,Is the shoe laced?,No
f6071541.jpg,What material does the shoe appear to be made of?,Leather
5e091193.jpg,What shape is the depicted sun?,Circle
5e091193.jpg,How many trees are visible?,1
5e091193.jpg,What color is the background?,Black
5e091193.jpg,What color is the reflection?,Red
5e091193.jpg,Is the phone case rectangular?,Yes
a4439f0b.jpg,What color is the woman's silhouette?,Teal
a4439f0b.jpg,How many cameras are visible?,1
a4439f0b.jpg,What shape is the phone case?,Rectangular
a4439f0b.jpg,Is the background light or dark?,Dark
a4439f0b.jpg,What is depicted above the logo?,Woman
4f6edbbe.jpg,What color are the curtains?,Blue
4f6edbbe.jpg,How many panels are shown?,2
4f6edbbe.jpg,What shape is the rod?,Cylindrical
4f6edbbe.jpg,Are the curtains patterned?,No
4f6edbbe.jpg,What is at the top of the curtains?,Pleats
df0d5598.jpg,What shape are the buttons on the side?,Oval
df0d5598.jpg,How many cameras are visible on the back of the phone case?,1
df0d5598.jpg,What number is displayed prominently?,9
df0d5598.jpg,What type of audio equipment is depicted?,Headphones
df0d5598.jpg,What color is the background of the phone's display?,Blue
3bd89866.jpg,How many hands are depicted?,2
3bd89866.jpg,What shape is the phone case?,Rectangular
3bd89866.jpg,What color are the hands?,Brown
3bd89866.jpg,What insects are shown?,Butterflies
3bd89866.jpg,What is at the top center of the case?,Camera
d10ede28.jpg,What shape is the phone case?,Rectangular
d10ede28.jpg,How many cameras are visible on the back of the phone?,2
d10ede28.jpg,What color is the prominent text on the case?,Yellow
d10ede28.jpg,What is the background color of the phone case?,Black
d10ede28.jpg,Is the time displayed AM or PM?,PM
28c40556.jpg,What is the brand of coffee?,Toms
28c40556.jpg,What color is the top portion of the bag?,Blue
28c40556.jpg,What shape is the bag?,Rectangular
28c40556.jpg,How many certifications are displayed?,2
28c40556.jpg,What is the product?,Coffee
e4548cbf.jpg,What color is the bird?,Red
e4548cbf.jpg,How many camera lenses are visible?,1
e4548cbf.jpg,What shape is the phone case?,Rectangular
e4548cbf.jpg,Is the background pattern floral?,Yes
e4548cbf.jpg,What color are the leaves primarily?,Black
003f17fb.jpg,What shape are the scattered elements?,Stars
003f17fb.jpg,What color is the background of the case?,Black
003f17fb.jpg,How many camera cutouts are visible?,1
003f17fb.jpg,Rectangular or square?,Rectangular
003f17fb.jpg,White or silver?,White
70894f6b.jpg,What shape dominates the design?,Triangles
70894f6b.jpg,How many horizontal bars are visible at the bottom?,1
70894f6b.jpg,Is the background primarily light or dark?,Light
70894f6b.jpg,What color outlines the shapes?,Black
70894f6b.jpg,"Which color, besides white, appears most frequently?",Pink
d2e185c3.jpg,What color are the laces?,Brown
d2e185c3.jpg,How many shoes are visible?,1
d2e185c3.jpg,What shape is the toe?,Round
d2e185c3.jpg,What color is the sole?,Black
d2e185c3.jpg,Are the shoes laced?,Yes
fcf6752e.jpg,How many shoes are visible?,1
fcf6752e.jpg,What color is the shoe?,Brown
fcf6752e.jpg,Are the shoes laced?,Yes
fcf6752e.jpg,What is the shape of the toe?,Pointed
fcf6752e.jpg,Is the shoe's surface smooth?,Yes
1ece25d5.jpg,What color are the batteries?,Blue
1ece25d5.jpg,How many batteries are visible?,13
1ece25d5.jpg,What shape are these batteries?,Rectangular
1ece25d5.jpg,What brand are these batteries?,AmazonBasics
1ece25d5.jpg,What voltage are these batteries?,9
6dfc5cdf.jpg,What color are the shoelaces?,White
6dfc5cdf.jpg,How many colors are on the tongue tag?,3
6dfc5cdf.jpg,What shape is the toe of the shoe?,Rounded
6dfc5cdf.jpg,What color is the main body of the shoe?,Blue
6dfc5cdf.jpg,What is the style of these shoes?,Sneakers
6d2161ce.jpg,How many levels does the cat tree have?,2
6d2161ce.jpg,What shape is the cat tree?,Cube
6d2161ce.jpg,What color is the top surface?,Brown
6d2161ce.jpg,Is the cat scratching the darker or lighter surface?,Lighter
6d2161ce.jpg,What animal is on the cat tree?,Cat
f539ab8e.jpg,How many pillows are shown?,4
f539ab8e.jpg,What color is the bedding?,Red
f539ab8e.jpg,What shape are the pillows?,Rectangular
f539ab8e.jpg,Is the blanket folded or unfolded?,Unfolded
f539ab8e.jpg,What is on top of the blanket?,Towel
a7fcd709.jpg,What shape is the phone case?,Rectangular
a7fcd709.jpg,How many camera lenses are visible?,1
a7fcd709.jpg,What color is the predominant pattern?,Brown
a7fcd709.jpg,Is the pattern striped or dotted?,Striped
a7fcd709.jpg,What material does the pattern resemble?,Wood
1c465499.jpg,What color is the base of the food processor?,White
1c465499.jpg,How many handles are visible on the food processor?,1
1c465499.jpg,What shape is the feeding tube?,Cylindrical
1c465499.jpg,Is the food processor's bowl transparent?,Yes
1c465499.jpg,What material does the bowl appear to be made of?,Plastic
69098e3b.jpg,What shape is the phone case?,Rectangular
69098e3b.jpg,How many children are pictured?,2
69098e3b.jpg,What color is the boy's hat?,Blue
69098e3b.jpg,What is the material of the case (most likely)?,Plastic
69098e3b.jpg,Is the stand horizontal or vertical?,Horizontal
9e1673c5.jpg,How many camera cutouts are visible?,1
9e1673c5.jpg,What shape are the colorful blocks?,Rectangular
9e1673c5.jpg,What color is the background predominantly?,Yellow
9e1673c5.jpg,Is the design abstract or realistic?,Abstract
9e1673c5.jpg,What is the likely purpose of this item?,Protection
b9a9a6bf.jpg,What shape are the pillows?,Rectangular
b9a9a6bf.jpg,How many pillows are visible?,4
b9a9a6bf.jpg,What color is the duvet cover?,Blue
b9a9a6bf.jpg,Is the pattern on the duvet cover striped?,No
b9a9a6bf.jpg,What is covering the bed?,Comforter
b4dc998f.jpg,What color is the parrot's wing?,Blue
b4dc998f.jpg,How many parrots are visible?,1
b4dc998f.jpg,What shape is the phone case?,Rectangular
b4dc998f.jpg,Is the parrot perched?,Yes
b4dc998f.jpg,What color is the branch?,Brown
ef415228.jpg,How many panels are shown?,2
ef415228.jpg,What shape are the grommets?,Circular
ef415228.jpg,What color are the curtains?,Brown
ef415228.jpg,Are the curtains patterned or plain?,Patterned
ef415228.jpg,What is at the top of the curtains?,Grommets
fcd9ac56.jpg,How many boxes are visible?,4
fcd9ac56.jpg,What shape are the tea bags inside (as stated on the box)?,Pyramid
fcd9ac56.jpg,What color is the majority of the box?,Pink
fcd9ac56.jpg,What fruit is pictured alongside the elderflower and apple?,Strawberry
fcd9ac56.jpg,What word describes the printed leaves on the box?,Stylized
77d1954f.jpg,What color are the prominent flowers?,Red
77d1954f.jpg,What shape is the phone case?,Rectangular
77d1954f.jpg,How many camera lenses are visible?,1
77d1954f.jpg,What is the predominant background color?,Black
77d1954f.jpg,Are the leaves green or blue?,Blue
ee5935a0.jpg,What color are the gloves?,Black
ee5935a0.jpg,How many gloves are shown?,2
ee5935a0.jpg,What shape is the embellishment on the wrist?,Bow
ee5935a0.jpg,What material are these gloves likely made of?,Leather
ee5935a0.jpg,Are the gloves patterned or plain?,Plain
a4dac12b.jpg,How many cameras are visible?,4
a4dac12b.jpg,What color is the woman's shirt?,Red
a4dac12b.jpg,What shape is the phone case?,Rectangular
a4dac12b.jpg,Is the background striped?,Yes
a4dac12b.jpg,What color is the bottom stripe?,Green
e8c0634e.jpg,What shape is the whiteboard's main surface?,Rectangular
e8c0634e.jpg,What color is the whiteboard's frame?,Silver
e8c0634e.jpg,How many marker trays are visible?,1
e8c0634e.jpg,Is the writing surface textured or smooth?,Smooth
e8c0634e.jpg,What color is the marker tray?,Black
feae3a1a.jpg,What color is the belt?,Brown
feae3a1a.jpg,How many prongs does the buckle have?,2
feae3a1a.jpg,What shape is the buckle?,Rectangular
feae3a1a.jpg,Is the belt's texture smooth or rough?,Rough
feae3a1a.jpg,What material is the belt likely made of?,Leather
23e1da2f.jpg,How many phones are shown?,2
23e1da2f.jpg,What shape is the camera cutout?,Teardrop
23e1da2f.jpg,Is the case textured?,Yes
23e1da2f.jpg,What color is the back of the case?,Black
23e1da2f.jpg,Rectangular,Shape
611787f4.jpg,How many chair legs are visible?,4
611787f4.jpg,What shape is the chair back?,Rectangular
611787f4.jpg,Is the chair cover patterned or solid?,Solid
611787f4.jpg,Which color swatch matches the displayed chair cover?,Burgundy
611787f4.jpg,What material are the chair legs?,Wood
b2b5a542.jpg,How many vanilla beans are depicted?,2
b2b5a542.jpg,What is the background color of the packaging?,White
b2b5a542.jpg,What shape is the bag?,Rectangular
b2b5a542.jpg,What is the brand of the smoothie mix?,365
b2b5a542.jpg,What flavor is the smoothie mix?,Vanilla
84404af2.jpg,What is the brand of this product?,Whole
84404af2.jpg,How many capsules are in the bottle?,90
84404af2.jpg,What shape is the container?,Cylindrical
84404af2.jpg,What color is the main background of the label?,Purple
84404af2.jpg,What is the primary ingredient mentioned on the label?,D-Mannose
2b176c36.jpg,What color is the background of the phone case?,Pink
2b176c36.jpg,How many cameras are visible?,1
2b176c36.jpg,What shape is the phone case?,Rectangular
2b176c36.jpg,"What word appears above ""Girl""?",Daddy's
2b176c36.jpg,"What is depicted above the word ""Girl""?",Crown
75943539.jpg,What shape is the phone case?,Rectangular
75943539.jpg,How many camera lenses are visible?,1
75943539.jpg,What is the predominant color?,Orange
75943539.jpg,Is the pattern abstract or geometric?,Abstract
75943539.jpg,What device does this case fit?,Phone
e0520490.jpg,What color is the lampshade?,White
e0520490.jpg,What shape is the base?,Triangular
e0520490.jpg,How many lightbulbs are visible?,1
e0520490.jpg,What material is the frame?,Metal
e0520490.jpg,Is the lampshade patterned or plain?,Plain
37d19f07.jpg,What shape is the pearl?,Round
37d19f07.jpg,How many pearls are visible?,2
37d19f07.jpg,What color is the metal?,Gold
37d19f07.jpg,Are the earrings studded?,Yes
37d19f07.jpg,What shape are the earring backs?,Butterfly
8e0b0a0c.jpg,What shape is the rug?,Rectangular
8e0b0a0c.jpg,How many books are on the rug?,2
8e0b0a0c.jpg,What primary color is the stripe?,Green
8e0b0a0c.jpg,Is the rug patterned?,Striped
8e0b0a0c.jpg,What material is the rug?,Polyester
3f666e2c.jpg,What shape is the prominent design on the ring?,Cross
3f666e2c.jpg,What color is the metal of the ring?,Gold
3f666e2c.jpg,How many crosses are on the ring?,1
3f666e2c.jpg,Are the stones on the ring clear or colored?,Clear
3f666e2c.jpg,Is the band of the ring thick or thin?,Thin
2c5d9517.jpg,How many giraffes are visible?,2
2c5d9517.jpg,What shape is the phone case?,Rectangular
2c5d9517.jpg,What color is the predominant sky color?,Orange
2c5d9517.jpg,What is the position of the sun relative to the giraffes?,Behind
2c5d9517.jpg,What is the material of the case likely to be? (Guess based on typical phone cases),Plastic
5e8e9ffa.jpg,What color is the dominant background of the phone case?,Black
5e8e9ffa.jpg,How many camera lenses are visible?,1
5e8e9ffa.jpg,What shape is the phone case?,Rectangular
5e8e9ffa.jpg,"Is the text ""I am Me"" larger or smaller than the text below it?",Larger
5e8e9ffa.jpg,"What color is the text ""I am Me""?",Blue
9adc48be.jpg,What shape is the heart?,Heart
9adc48be.jpg,How many teddy bears are visible?,1
9adc48be.jpg,What color is the bear's shirt?,Pink
9adc48be.jpg,What color is predominantly featured on the teddy bear?,Brown
9adc48be.jpg,Where is the camera located?,Top
6c98ede8.jpg,How many cars are depicted on the case?,1
6c98ede8.jpg,What shape is the phone case?,Rectangular
6c98ede8.jpg,What color is the car?,Teal
6c98ede8.jpg,Is the background single-colored or dual-colored?,Dual-colored
6c98ede8.jpg,What is the position of the car relative to the camera?,Angled
cfe00082.jpg,How many corner guards are shown?,4
cfe00082.jpg,What shape are these guards?,L
cfe00082.jpg,What color are the guards?,Brown
cfe00082.jpg,Are these guards round or square?,Square
cfe00082.jpg,Where are these made?,USA
6fe4968d.jpg,What is the shape of the container?,Cylindrical
6fe4968d.jpg,How many tablets are in the bottle?,365
6fe4968d.jpg,What color is the main label background?,Blue
6fe4968d.jpg,What is the brand name?,SOLMO
6fe4968d.jpg,Is the lid flat or domed?,Flat
256829a6.jpg,How many tiers does the organizer have?,3
256829a6.jpg,What shape are the shelves?,Rectangular
256829a6.jpg,What color is the organizer?,Black
256829a6.jpg,Is the material metal or wood?,Metal
256829a6.jpg,What is the organizer's likely function?,Storage
070fddf7.jpg,What shape are the labels?,Rectangular
070fddf7.jpg,How many labels are shown on the front of the package?,1
070fddf7.jpg,What brand are these labels?,Amazonbasics
070fddf7.jpg,What color is the packaging?,White
070fddf7.jpg,Is the package wider than it is tall?,Yes
55d6fc10.jpg,What color is the sole?,White
55d6fc10.jpg,How many shoes are visible?,1
55d6fc10.jpg,What shape are the eyelets?,Round
55d6fc10.jpg,What color is the Kleppe logo?,Grey
55d6fc10.jpg,What material is the upper likely made of?,Leather
205ce940.jpg,How many pillowcases are shown?,2
205ce940.jpg,What shape are these pillowcases?,Rectangular
205ce940.jpg,What is the closure style of these pillowcases?,Envelope
205ce940.jpg,Are these pillowcases patterned or solid?,Solid
205ce940.jpg,What color are the pillowcases?,Blue
0d97bb11.jpg,What shape is the camera cutout?,Oval
0d97bb11.jpg,How many birds are visible?,3
0d97bb11.jpg,What color dominates the floral pattern?,Red
0d97bb11.jpg,Is the background patterned or plain?,Patterned
0d97bb11.jpg,Rectangular or square?,Rectangular
98452db8.jpg,How many camera lenses are visible?,2
98452db8.jpg,"What shape is the ""X""?",Capital
98452db8.jpg,"What color is the letter ""X""?",Black
98452db8.jpg,What material does the patch resemble?,Denim
98452db8.jpg,Is the case predominantly blue or black?,Black
db3dd648.jpg,How many photo openings are there?,8
db3dd648.jpg,What shape are the photo openings?,Rectangular
db3dd648.jpg,What color is the frame?,White
db3dd648.jpg,Is the frame's surface smooth or rough?,Smooth
db3dd648.jpg,What brand is the frame?,Eono
28a545c5.jpg,How many trays are stacked?,3
28a545c5.jpg,What shape are the trays?,Rectangular
28a545c5.jpg,What color are the trays?,Black
28a545c5.jpg,Is the material metal or wood?,Metal
28a545c5.jpg,Are the trays stacked vertically or horizontally?,Vertically
b1362b4a.jpg,What color are the sheets?,Blue
b1362b4a.jpg,How many folds are visible on the top sheet?,2
b1362b4a.jpg,What shape is the folded sheet set?,Rectangular
b1362b4a.jpg,Are the sheets patterned or solid?,Solid
b1362b4a.jpg,What is the apparent texture of the sheets?,Smooth
8f2fdec3.jpg,How many people are depicted on the phone case?,1
8f2fdec3.jpg,What shape is the camera cutout?,Pill
8f2fdec3.jpg,What color is the person's silhouette?,Black
8f2fdec3.jpg,"Is the sky primarily blue, red, or yellow?",Blue
8f2fdec3.jpg,What object is the person standing on?,Land
f63872e7.jpg,What color are the floral designs?,White
f63872e7.jpg,How many camera cutouts are visible?,1
f63872e7.jpg,What shape is the phone case?,Rectangular
f63872e7.jpg,Is the background color lighter or darker than the design?,Darker
f63872e7.jpg,What is the predominant design element?,Floral
d8cc362a.jpg,What shape is the grater's handle?,Cylindrical
d8cc362a.jpg,What color is the top of the handle?,Green
d8cc362a.jpg,How many hanging holes are present?,2
d8cc362a.jpg,What is the grater's primary function?,Grating
d8cc362a.jpg,Is the grating surface metal or plastic?,Metal
a809bb09.jpg,What shape is the phone case?,Rectangular
a809bb09.jpg,How many camera lenses are visible?,1
a809bb09.jpg,What color are the flowers predominantly?,Purple
a809bb09.jpg,Is the pattern floral?,Yes
a809bb09.jpg,What is at the top center of the case?,Camera
43eaeb34.jpg,What color is the hoodie?,White
43eaeb34.jpg,How many drawstrings are visible?,2
43eaeb34.jpg,What shape is the main graphic?,Gear
43eaeb34.jpg,What number is inside the gear?,6
43eaeb34.jpg,What type of garment is this?,Hoodie
14dcbf61.jpg,How many straps cross the foot?,2
14dcbf61.jpg,What shape is the buckle?,Rectangular
14dcbf61.jpg,What pattern is on the straps?,Snakeskin
14dcbf61.jpg,What color is the footbed?,Brown
14dcbf61.jpg,How many studs are visible on each shoe?,3
f92eddc4.jpg,What color is the recliner's fabric?,Orange
f92eddc4.jpg,How many armrests does the chair have?,2
f92eddc4.jpg,What shape is the headrest?,Rectangular
f92eddc4.jpg,Is the footrest extended or retracted?,Extended
f92eddc4.jpg,What material appears to be used for the chair's frame?,Metal
595eed91.jpg,What shape is the box?,Rectangular
595eed91.jpg,"What color is the ""basic care"" logo?",Blue
595eed91.jpg,How many tablets are in the box?,90
595eed91.jpg,What is the name of the active ingredient?,Famotidine
595eed91.jpg,What color is the pill?,Pink
9cb8a59c.jpg,What shape is the phone case?,Rectangular
9cb8a59c.jpg,How many words are engraved on the case?,2
9cb8a59c.jpg,What color is the prominent text?,Brown
9cb8a59c.jpg,What material does the case resemble?,Wood
9cb8a59c.jpg,Is the bottom accent bar lighter or darker than the main body?,Lighter
e7b959cc.jpg,What shape is the camera cutout?,Circular
e7b959cc.jpg,How many phones are shown?,1
e7b959cc.jpg,What color is the case?,Black
e7b959cc.jpg,Is the phone's screen on or off?,On
e7b959cc.jpg,Rectangular or square?,Rectangular
2b376aeb.jpg,What color is the bottle's cap?,Green
2b376aeb.jpg,What shape is the main label?,Rectangle
2b376aeb.jpg,How many colorful leaves are depicted on the label?,6
2b376aeb.jpg,What is the brand of the sauce?,365
2b376aeb.jpg,What color is the sauce?,Brown
70085b94.jpg,How many wine bottles are visible?,3
70085b94.jpg,What shape is the tabletop?,Round
70085b94.jpg,What is the predominant color of the chairs?,Brown
70085b94.jpg,Are the chair backs woven?,Yes
70085b94.jpg,How many chairs surround the table?,4
88e0291d.jpg,What shape are the dominant objects on the case?,Rectangular
88e0291d.jpg,How many circular presents are visible?,1
88e0291d.jpg,What color is the phone case's background?,Green
88e0291d.jpg,What is depicted on the phone case?,Presents
88e0291d.jpg,Is the camera cutout round or square?,Round
edbd738e.jpg,How many suitcases are shown?,3
edbd738e.jpg,What color is the predominant fabric of the suitcases?,Blue
edbd738e.jpg,What shape are the suitcases?,Rectangular
edbd738e.jpg,How many wheels does each suitcase have?,4
edbd738e.jpg,What is the position of the smallest suitcase relative to the largest?,Right
490886d2.jpg,What color is the sofa?,Indigo
490886d2.jpg,How many cushions are on the back of the sofa?,3
490886d2.jpg,What is the sofa's material?,Velvet
490886d2.jpg,What shape are the back cushions?,Square
490886d2.jpg,How many seat cushions does the sofa have?,3
f5a41365.jpg,What color is the shoe's upper?,Maroon
f5a41365.jpg,How many shoes are visible?,1
f5a41365.jpg,What shape is the toe?,Round
