image_name,question,answer,generated_answer
3595924e.jpg,What shape is the arrow underneath the text?,Smile,circle
3595924e.jpg,Is the text uppercase or lowercase?,Lowercase,amazon
3595924e.jpg,What is the brand name?,AmazonBasics,amazon
f5297ebf.jpg,What color are the shoes?,Black,black
f5297ebf.jpg,How many bows are there?,1,none
f5297ebf.jpg,What shape is the toe?,Round,flat
f5297ebf.jpg,Are the shoes pointed?,No,yes
f5297ebf.jpg,Is the material shiny?,Yes,yes
f0697dca.jpg,What color are the laces?,Brown,brown
f0697dca.jpg,How many eyelets are visible on each shoe?,4,none
f0697dca.jpg,What material is the upper part of the shoe made of?,Suede,suede
f0697dca.jpg,What color is the sole?,White,brown
f0697dca.jpg,What shape is the toe?,Rounded,wedge
6adee587.jpg,What color are the washcloths?,Gray,gray
6adee587.jpg,What shape are the washcloths?,Rectangular,square
6adee587.jpg,How many washcloths are visible in the front stack?,13,1
6adee587.jpg,What is the texture of the washcloths?,Terry,soft
6adee587.jpg,What is the purpose of these cloths?,Washing,Comfort
f35e5c4b.jpg,How many camera lenses are visible?,1,2
f35e5c4b.jpg,What shape is the phone case?,Rectangular,person
f35e5c4b.jpg,What color dominates the top of the case?,Green,red
f35e5c4b.jpg,Is the pattern abstract or geometric?,Abstract,Abstract
f35e5c4b.jpg,What color is the depicted lighthouse?,Red,red
4116d1f2.jpg,What shape is the bottle?,Round,Bottle.
4116d1f2.jpg,How many tablets are in the bottle?,180,None.
4116d1f2.jpg,What vitamin is this product for?,C,Vitamin
4116d1f2.jpg,What color is the bottle's cap?,Grey/Gray,Orange.
4116d1f2.jpg,What flavor are these chewable tablets?,Orange,Orange.
2d6ada6d.jpg,What shape is the knob?,Circular,round
2d6ada6d.jpg,How many screws are included?,2,None.
2d6ada6d.jpg,What color are the screws?,Silver,White.
2d6ada6d.jpg,Is the knob's surface smooth or textured?,Smooth,Smooth.
2d6ada6d.jpg,What is the knob's primary material (judging by appearance)?,Metal,metal
dd215781.jpg,How many camera lenses are visible?,1,2
dd215781.jpg,What is the predominant color?,Orange,Orange
dd215781.jpg,What shape are the capacitive buttons?,Rectangular,Rectangular
dd215781.jpg,Is the pattern abstract or geometric?,Abstract,Abstract
dd215781.jpg,What is the format of the image printed on the case?,Portrait,Colorful
cdb47af9.jpg,How many straps are visible?,2,2
cdb47af9.jpg,What shape are the wall-mounting holes?,Round,square
cdb47af9.jpg,What color is the mount?,Black,black
cdb47af9.jpg,Is the mount's profile described as high or low?,Low,Low
cdb47af9.jpg,What tool is incorporated into the mount's design?,Level,screw
6fa39835.jpg,How many pillows are shown?,2,3
6fa39835.jpg,What shape is the pillow?,Rectangular,Square
6fa39835.jpg,What color is the duvet cover?,Beige,Beige
6fa39835.jpg,Is the duvet cover patterned or plain?,Plain,Plain
6fa39835.jpg,What is the likely material of this bedding?,Fabric,cotton
34f678d4.jpg,What color are the shoes?,Grey,grey
34f678d4.jpg,How many shoes are visible?,1,none
34f678d4.jpg,What shape is the toe?,Round,Slipper
34f678d4.jpg,Are the shoes high-top or low-top?,Low-top,Low
34f678d4.jpg,What material does the upper appear to be made of?,Velvet,denim
3595924e.jpg,What color is the logo?,Black,black
3595924e.jpg,How many words are visible?,Two,none.
3595924e.jpg,What shape resembles the underline?,Smile/Arrow,circle
3595924e.jpg,Is the text uppercase or lowercase?,Lowercase,amazon
3595924e.jpg,What is the brand name?,AmazonBasics,amazon
3a21cf6a.jpg,How many cinnamon rolls are depicted on the box?,3,None.
3a21cf6a.jpg,What color is the icing?,White,Cinnamon.
3a21cf6a.jpg,What is the brand name?,365,cinnamon
3a21cf6a.jpg,What shape is the box?,Rectangular,Cinnamon
3a21cf6a.jpg,How many rolls does the package contain?,8,None.
f6071541.jpg,What color is the shoe's upper?,Brown,brown
f6071541.jpg,How many shoes are visible?,1,None.
f6071541.jpg,What shape is the toe?,Round,square.
f6071541.jpg,Is the shoe laced?,No,yes
f6071541.jpg,What material does the shoe appear to be made of?,Leather,leather
5e091193.jpg,What shape is the depicted sun?,Circle,Sun
5e091193.jpg,How many trees are visible?,1,0
5e091193.jpg,What color is the background?,Black,Red
5e091193.jpg,What color is the reflection?,Red,Red
5e091193.jpg,Is the phone case rectangular?,Yes,Yes
a4439f0b.jpg,What color is the woman's silhouette?,Teal,Blue
a4439f0b.jpg,How many cameras are visible?,1,2
a4439f0b.jpg,What shape is the phone case?,Rectangular,Butterfly
a4439f0b.jpg,Is the background light or dark?,Dark,Dark
a4439f0b.jpg,What is depicted above the logo?,Woman,Beauty
4f6edbbe.jpg,What color are the curtains?,Blue,Blue
4f6edbbe.jpg,How many panels are shown?,2,2
4f6edbbe.jpg,What shape is the rod?,Cylindrical,Rectangle
4f6edbbe.jpg,Are the curtains patterned?,No,yes
4f6edbbe.jpg,What is at the top of the curtains?,Pleats,Cloth
df0d5598.jpg,What shape are the buttons on the side?,Oval,round
df0d5598.jpg,How many cameras are visible on the back of the phone case?,1,1
df0d5598.jpg,What number is displayed prominently?,9,0
df0d5598.jpg,What type of audio equipment is depicted?,Headphones,headphones
df0d5598.jpg,What color is the background of the phone's display?,Blue,red
3bd89866.jpg,How many hands are depicted?,2,butterfly
3bd89866.jpg,What shape is the phone case?,Rectangular,Butterfly
3bd89866.jpg,What color are the hands?,Brown,Butterflies
3bd89866.jpg,What insects are shown?,Butterflies,Butterflies
3bd89866.jpg,What is at the top center of the case?,Camera,Butterflies
d10ede28.jpg,What shape is the phone case?,Rectangular,error
d10ede28.jpg,How many cameras are visible on the back of the phone?,2,infinity
d10ede28.jpg,What color is the prominent text on the case?,Yellow,black
d10ede28.jpg,What is the background color of the phone case?,Black,black
d10ede28.jpg,Is the time displayed AM or PM?,PM,both
28c40556.jpg,What is the brand of coffee?,Toms,Tom's
28c40556.jpg,What color is the top portion of the bag?,Blue,brown.
28c40556.jpg,What shape is the bag?,Rectangular,round
28c40556.jpg,How many certifications are displayed?,2,None.
28c40556.jpg,What is the product?,Coffee,coffee
e4548cbf.jpg,What color is the bird?,Red,red
e4548cbf.jpg,How many camera lenses are visible?,1,2
e4548cbf.jpg,What shape is the phone case?,Rectangular,Bird
e4548cbf.jpg,Is the background pattern floral?,Yes,Yes
e4548cbf.jpg,What color are the leaves primarily?,Black,red
003f17fb.jpg,What shape are the scattered elements?,Stars,star
003f17fb.jpg,What color is the background of the case?,Black,black
003f17fb.jpg,How many camera cutouts are visible?,1,None.
003f17fb.jpg,Rectangular or square?,Rectangular,rectangle
003f17fb.jpg,White or silver?,White,white
70894f6b.jpg,What shape dominates the design?,Triangles,Rectangle
70894f6b.jpg,How many horizontal bars are visible at the bottom?,1,3
70894f6b.jpg,Is the background primarily light or dark?,Light,Yes
70894f6b.jpg,What color outlines the shapes?,Black,Colorful
70894f6b.jpg,"Which color, besides white, appears most frequently?",Pink,black
d2e185c3.jpg,What color are the laces?,Brown,brown
d2e185c3.jpg,How many shoes are visible?,1,None.
d2e185c3.jpg,What shape is the toe?,Round,square.
d2e185c3.jpg,What color is the sole?,Black,brown
d2e185c3.jpg,Are the shoes laced?,Yes,yes
fcf6752e.jpg,How many shoes are visible?,1,None.
fcf6752e.jpg,What color is the shoe?,Brown,Brown
fcf6752e.jpg,Are the shoes laced?,Yes,yes
fcf6752e.jpg,What is the shape of the toe?,Pointed,DOUBLE
fcf6752e.jpg,Is the shoe's surface smooth?,Yes,yes
1ece25d5.jpg,What color are the batteries?,Blue,blue
1ece25d5.jpg,How many batteries are visible?,13,0
1ece25d5.jpg,What shape are these batteries?,Rectangular,round
1ece25d5.jpg,What brand are these batteries?,AmazonBasics,amazonbasics
1ece25d5.jpg,What voltage are these batteries?,9,9v
6dfc5cdf.jpg,What color are the shoelaces?,White,blue
6dfc5cdf.jpg,How many colors are on the tongue tag?,3,none
6dfc5cdf.jpg,What shape is the toe of the shoe?,Rounded,round
6dfc5cdf.jpg,What color is the main body of the shoe?,Blue,blue
6dfc5cdf.jpg,What is the style of these shoes?,Sneakers,casual
6d2161ce.jpg,How many levels does the cat tree have?,2,"""3"""
6d2161ce.jpg,What shape is the cat tree?,Cube,square
6d2161ce.jpg,What color is the top surface?,Brown,black
6d2161ce.jpg,Is the cat scratching the darker or lighter surface?,Lighter,yes
6d2161ce.jpg,What animal is on the cat tree?,Cat,Cat
f539ab8e.jpg,How many pillows are shown?,4,4
f539ab8e.jpg,What color is the bedding?,Red,Burgundy
f539ab8e.jpg,What shape are the pillows?,Rectangular,Pillow
f539ab8e.jpg,Is the blanket folded or unfolded?,Unfolded,Folded
f539ab8e.jpg,What is on top of the blanket?,Towel,BED
a7fcd709.jpg,What shape is the phone case?,Rectangular,wood
a7fcd709.jpg,How many camera lenses are visible?,1,2
a7fcd709.jpg,What color is the predominant pattern?,Brown,brown
a7fcd709.jpg,Is the pattern striped or dotted?,Striped,yes
a7fcd709.jpg,What material does the pattern resemble?,Wood,wood
1c465499.jpg,What color is the base of the food processor?,White,white
1c465499.jpg,How many handles are visible on the food processor?,1,None
1c465499.jpg,What shape is the feeding tube?,Cylindrical,round
1c465499.jpg,Is the food processor's bowl transparent?,Yes,yes
1c465499.jpg,What material does the bowl appear to be made of?,Plastic,plastic
69098e3b.jpg,What shape is the phone case?,Rectangular,cute
69098e3b.jpg,How many children are pictured?,2,0
69098e3b.jpg,What color is the boy's hat?,Blue,blue
69098e3b.jpg,What is the material of the case (most likely)?,Plastic,Silicone
69098e3b.jpg,Is the stand horizontal or vertical?,Horizontal,Horizontal
9e1673c5.jpg,How many camera cutouts are visible?,1,0
9e1673c5.jpg,What shape are the colorful blocks?,Rectangular,Rectangle
9e1673c5.jpg,What color is the background predominantly?,Yellow,Colorful
9e1673c5.jpg,Is the design abstract or realistic?,Abstract,Abstract
9e1673c5.jpg,What is the likely purpose of this item?,Protection,Art
b9a9a6bf.jpg,What shape are the pillows?,Rectangular,Square
b9a9a6bf.jpg,How many pillows are visible?,4,3
b9a9a6bf.jpg,What color is the duvet cover?,Blue,Blue
b9a9a6bf.jpg,Is the pattern on the duvet cover striped?,No,yes
b9a9a6bf.jpg,What is covering the bed?,Comforter,Comforter
b4dc998f.jpg,What color is the parrot's wing?,Blue,Blue
b4dc998f.jpg,How many parrots are visible?,1,Parrot
b4dc998f.jpg,What shape is the phone case?,Rectangular,Parrot
b4dc998f.jpg,Is the parrot perched?,Yes,YES!
b4dc998f.jpg,What color is the branch?,Brown,Blue
ef415228.jpg,How many panels are shown?,2,3
ef415228.jpg,What shape are the grommets?,Circular,square
ef415228.jpg,What color are the curtains?,Brown,brown
ef415228.jpg,Are the curtains patterned or plain?,Patterned,Plain
ef415228.jpg,What is at the top of the curtains?,Grommets,Curtains
fcd9ac56.jpg,How many boxes are visible?,4,3
fcd9ac56.jpg,What shape are the tea bags inside (as stated on the box)?,Pyramid,"""Cup"""
fcd9ac56.jpg,What color is the majority of the box?,Pink,Wild
fcd9ac56.jpg,What fruit is pictured alongside the elderflower and apple?,Strawberry,Wild
fcd9ac56.jpg,What word describes the printed leaves on the box?,Stylized,wild
77d1954f.jpg,What color are the prominent flowers?,Red,red
77d1954f.jpg,What shape is the phone case?,Rectangular,Rose
77d1954f.jpg,How many camera lenses are visible?,1,2
77d1954f.jpg,What is the predominant background color?,Black,Red
77d1954f.jpg,Are the leaves green or blue?,Blue,red
ee5935a0.jpg,What color are the gloves?,Black,black
ee5935a0.jpg,How many gloves are shown?,2,0
ee5935a0.jpg,What shape is the embellishment on the wrist?,Bow,"""Leather"""
ee5935a0.jpg,What material are these gloves likely made of?,Leather,leather
ee5935a0.jpg,Are the gloves patterned or plain?,Plain,Plain.
a4dac12b.jpg,How many cameras are visible?,4,zero
a4dac12b.jpg,What color is the woman's shirt?,Red,red
a4dac12b.jpg,What shape is the phone case?,Rectangular,girl
a4dac12b.jpg,Is the background striped?,Yes,YES!
a4dac12b.jpg,What color is the bottom stripe?,Green,red
e8c0634e.jpg,What shape is the whiteboard's main surface?,Rectangular,Rectangle
e8c0634e.jpg,What color is the whiteboard's frame?,Silver,black
e8c0634e.jpg,How many marker trays are visible?,1,None.
e8c0634e.jpg,Is the writing surface textured or smooth?,Smooth,Smooth
e8c0634e.jpg,What color is the marker tray?,Black,white
feae3a1a.jpg,What color is the belt?,Brown,brown
feae3a1a.jpg,How many prongs does the buckle have?,2,None.
feae3a1a.jpg,What shape is the buckle?,Rectangular,Buckle
feae3a1a.jpg,Is the belt's texture smooth or rough?,Rough,Rough
feae3a1a.jpg,What material is the belt likely made of?,Leather,leather
23e1da2f.jpg,How many phones are shown?,2,all
23e1da2f.jpg,What shape is the camera cutout?,Teardrop,square.
23e1da2f.jpg,Is the case textured?,Yes,yes
23e1da2f.jpg,What color is the back of the case?,Black,black
23e1da2f.jpg,Rectangular,Shape,yes
611787f4.jpg,How many chair legs are visible?,4,None
611787f4.jpg,What shape is the chair back?,Rectangular,Rectangle
611787f4.jpg,Is the chair cover patterned or solid?,Solid,Solid
611787f4.jpg,Which color swatch matches the displayed chair cover?,Burgundy,burgundy
611787f4.jpg,What material are the chair legs?,Wood,wood
b2b5a542.jpg,How many vanilla beans are depicted?,2,none.
b2b5a542.jpg,What is the background color of the packaging?,White,Vanilla.
b2b5a542.jpg,What shape is the bag?,Rectangular,Plant
b2b5a542.jpg,What is the brand of the smoothie mix?,365,plant
b2b5a542.jpg,What flavor is the smoothie mix?,Vanilla,French
84404af2.jpg,What is the brand of this product?,Whole,D-mannose
84404af2.jpg,How many capsules are in the bottle?,90,D-mannose
84404af2.jpg,What shape is the container?,Cylindrical,Cylindrical
84404af2.jpg,What color is the main background of the label?,Purple,Red.
84404af2.jpg,What is the primary ingredient mentioned on the label?,D-Mannose,D-mannose
2b176c36.jpg,What color is the background of the phone case?,Pink,pink
2b176c36.jpg,How many cameras are visible?,1,0
2b176c36.jpg,What shape is the phone case?,Rectangular,daddy's
2b176c36.jpg,"What word appears above ""Girl""?",Daddy's,Daddy's
2b176c36.jpg,"What is depicted above the word ""Girl""?",Crown,Daddy's
75943539.jpg,What shape is the phone case?,Rectangular,flower
75943539.jpg,How many camera lenses are visible?,1,2
75943539.jpg,What is the predominant color?,Orange,Orange
75943539.jpg,Is the pattern abstract or geometric?,Abstract,Abstract
75943539.jpg,What device does this case fit?,Phone,samsung
e0520490.jpg,What color is the lampshade?,White,black
e0520490.jpg,What shape is the base?,Triangular,square
e0520490.jpg,How many lightbulbs are visible?,1,none
e0520490.jpg,What material is the frame?,Metal,metal
e0520490.jpg,Is the lampshade patterned or plain?,Plain,Plain
37d19f07.jpg,What shape is the pearl?,Round,round
37d19f07.jpg,How many pearls are visible?,2,0
37d19f07.jpg,What color is the metal?,Gold,gold
37d19f07.jpg,Are the earrings studded?,Yes,yes
37d19f07.jpg,What shape are the earring backs?,Butterfly,pearls
8e0b0a0c.jpg,What shape is the rug?,Rectangular,square
8e0b0a0c.jpg,How many books are on the rug?,2,none
8e0b0a0c.jpg,What primary color is the stripe?,Green,green
8e0b0a0c.jpg,Is the rug patterned?,Striped,yes
8e0b0a0c.jpg,What material is the rug?,Polyester,wool
3f666e2c.jpg,What shape is the prominent design on the ring?,Cross,Cross
3f666e2c.jpg,What color is the metal of the ring?,Gold,yellow
3f666e2c.jpg,How many crosses are on the ring?,1,0
3f666e2c.jpg,Are the stones on the ring clear or colored?,Clear,Yes
3f666e2c.jpg,Is the band of the ring thick or thin?,Thin,Thick
2c5d9517.jpg,How many giraffes are visible?,2,0
2c5d9517.jpg,What shape is the phone case?,Rectangular,error
2c5d9517.jpg,What color is the predominant sky color?,Orange,blue
2c5d9517.jpg,What is the position of the sun relative to the giraffes?,Behind,sunset
2c5d9517.jpg,What is the material of the case likely to be? (Guess based on typical phone cases),Plastic,Plastic
5e8e9ffa.jpg,What color is the dominant background of the phone case?,Black,black
5e8e9ffa.jpg,How many camera lenses are visible?,1,i
5e8e9ffa.jpg,What shape is the phone case?,Rectangular,i
5e8e9ffa.jpg,"Is the text ""I am Me"" larger or smaller than the text below it?",Larger,bigger
5e8e9ffa.jpg,"What color is the text ""I am Me""?",Blue,black
9adc48be.jpg,What shape is the heart?,Heart,Heart
9adc48be.jpg,How many teddy bears are visible?,1,0
9adc48be.jpg,What color is the bear's shirt?,Pink,brown.
9adc48be.jpg,What color is predominantly featured on the teddy bear?,Brown,brown
9adc48be.jpg,Where is the camera located?,Top,back
6c98ede8.jpg,How many cars are depicted on the case?,1,2
6c98ede8.jpg,What shape is the phone case?,Rectangular,car
6c98ede8.jpg,What color is the car?,Teal,pink
6c98ede8.jpg,Is the background single-colored or dual-colored?,Dual-colored,yes
6c98ede8.jpg,What is the position of the car relative to the camera?,Angled,vertical
cfe00082.jpg,How many corner guards are shown?,4,4
cfe00082.jpg,What shape are these guards?,L,square
cfe00082.jpg,What color are the guards?,Brown,brown
cfe00082.jpg,Are these guards round or square?,Square,SQUARE
cfe00082.jpg,Where are these made?,USA,USA
6fe4968d.jpg,What is the shape of the container?,Cylindrical,Cylindrical
6fe4968d.jpg,How many tablets are in the bottle?,365,"""1"""
6fe4968d.jpg,What color is the main label background?,Blue,Orange
6fe4968d.jpg,What is the brand name?,SOLMO,Soulim
6fe4968d.jpg,Is the lid flat or domed?,Flat,SOUND
256829a6.jpg,How many tiers does the organizer have?,3,3
256829a6.jpg,What shape are the shelves?,Rectangular,square
256829a6.jpg,What color is the organizer?,Black,Black
256829a6.jpg,Is the material metal or wood?,Metal,Metal
256829a6.jpg,What is the organizer's likely function?,Storage,Organizer
070fddf7.jpg,What shape are the labels?,Rectangular,Rectangle
070fddf7.jpg,How many labels are shown on the front of the package?,1,1
070fddf7.jpg,What brand are these labels?,Amazonbasics,amazon
070fddf7.jpg,What color is the packaging?,White,Black
070fddf7.jpg,Is the package wider than it is tall?,Yes,yes
55d6fc10.jpg,What color is the sole?,White,black
55d6fc10.jpg,How many shoes are visible?,1,none
55d6fc10.jpg,What shape are the eyelets?,Round,round
55d6fc10.jpg,What color is the Kleppe logo?,Grey,black
55d6fc10.jpg,What material is the upper likely made of?,Leather,leather
205ce940.jpg,How many pillowcases are shown?,2,2
205ce940.jpg,What shape are these pillowcases?,Rectangular,Square
205ce940.jpg,What is the closure style of these pillowcases?,Envelope,zipper
205ce940.jpg,Are these pillowcases patterned or solid?,Solid,Solid
205ce940.jpg,What color are the pillowcases?,Blue,Blue
0d97bb11.jpg,What shape is the camera cutout?,Oval,flower
0d97bb11.jpg,How many birds are visible?,3,Birds!
0d97bb11.jpg,What color dominates the floral pattern?,Red,red
0d97bb11.jpg,Is the background patterned or plain?,Patterned,Plain
0d97bb11.jpg,Rectangular or square?,Rectangular,Square
98452db8.jpg,How many camera lenses are visible?,2,None.
98452db8.jpg,"What shape is the ""X""?",Capital,Rectangle
98452db8.jpg,"What color is the letter ""X""?",Black,Blue
98452db8.jpg,What material does the patch resemble?,Denim,denim
98452db8.jpg,Is the case predominantly blue or black?,Black,Blue.
db3dd648.jpg,How many photo openings are there?,8,eono
db3dd648.jpg,What shape are the photo openings?,Rectangular,Rectangle
db3dd648.jpg,What color is the frame?,White,white
db3dd648.jpg,Is the frame's surface smooth or rough?,Smooth,eono
db3dd648.jpg,What brand is the frame?,Eono,eono
28a545c5.jpg,How many trays are stacked?,3,3
28a545c5.jpg,What shape are the trays?,Rectangular,Rectangular
28a545c5.jpg,What color are the trays?,Black,Black
28a545c5.jpg,Is the material metal or wood?,Metal,Metal.
28a545c5.jpg,Are the trays stacked vertically or horizontally?,Vertically,Vertical.
b1362b4a.jpg,What color are the sheets?,Blue,Blue
b1362b4a.jpg,How many folds are visible on the top sheet?,2,none
b1362b4a.jpg,What shape is the folded sheet set?,Rectangular,flat
b1362b4a.jpg,Are the sheets patterned or solid?,Solid,Solid
b1362b4a.jpg,What is the apparent texture of the sheets?,Smooth,soft
8f2fdec3.jpg,How many people are depicted on the phone case?,1,One
8f2fdec3.jpg,What shape is the camera cutout?,Pill,Square
8f2fdec3.jpg,What color is the person's silhouette?,Black,Orange
8f2fdec3.jpg,"Is the sky primarily blue, red, or yellow?",Blue,YES!
8f2fdec3.jpg,What object is the person standing on?,Land,sun
f63872e7.jpg,What color are the floral designs?,White,Black
f63872e7.jpg,How many camera cutouts are visible?,1,None.
f63872e7.jpg,What shape is the phone case?,Rectangular,Swirl
f63872e7.jpg,Is the background color lighter or darker than the design?,Darker,Yes.
f63872e7.jpg,What is the predominant design element?,Floral,Swirl
d8cc362a.jpg,What shape is the grater's handle?,Cylindrical,round.
d8cc362a.jpg,What color is the top of the handle?,Green,black.
d8cc362a.jpg,How many hanging holes are present?,2,none.
d8cc362a.jpg,What is the grater's primary function?,Grating,Grating.
d8cc362a.jpg,Is the grating surface metal or plastic?,Metal,stainless
a809bb09.jpg,What shape is the phone case?,Rectangular,flower
a809bb09.jpg,How many camera lenses are visible?,1,none.
a809bb09.jpg,What color are the flowers predominantly?,Purple,purple
a809bb09.jpg,Is the pattern floral?,Yes,Yes
a809bb09.jpg,What is at the top center of the case?,Camera,purple
43eaeb34.jpg,What color is the hoodie?,White,white
43eaeb34.jpg,How many drawstrings are visible?,2,"""drawstring"""
43eaeb34.jpg,What shape is the main graphic?,Gear,person's
43eaeb34.jpg,What number is inside the gear?,6,6
43eaeb34.jpg,What type of garment is this?,Hoodie,hoodie
14dcbf61.jpg,How many straps cross the foot?,2,none.
14dcbf61.jpg,What shape is the buckle?,Rectangular,square
14dcbf61.jpg,What pattern is on the straps?,Snakeskin,snake
14dcbf61.jpg,What color is the footbed?,Brown,black
14dcbf61.jpg,How many studs are visible on each shoe?,3,none.
f92eddc4.jpg,What color is the recliner's fabric?,Orange,Orange
f92eddc4.jpg,How many armrests does the chair have?,2,None.
f92eddc4.jpg,What shape is the headrest?,Rectangular,Zero.
f92eddc4.jpg,Is the footrest extended or retracted?,Extended,Retractable
f92eddc4.jpg,What material appears to be used for the chair's frame?,Metal,Orange
595eed91.jpg,What shape is the box?,Rectangular,Box.
595eed91.jpg,"What color is the ""basic care"" logo?",Blue,red.
595eed91.jpg,How many tablets are in the box?,90,**ONE**
595eed91.jpg,What is the name of the active ingredient?,Famotidine,acid
595eed91.jpg,What color is the pill?,Pink,acid
9cb8a59c.jpg,What shape is the phone case?,Rectangular,wood
9cb8a59c.jpg,How many words are engraved on the case?,2,none.
9cb8a59c.jpg,What color is the prominent text?,Brown,brown
9cb8a59c.jpg,What material does the case resemble?,Wood,wood
9cb8a59c.jpg,Is the bottom accent bar lighter or darker than the main body?,Lighter,yes
e7b959cc.jpg,What shape is the camera cutout?,Circular,hole.
e7b959cc.jpg,How many phones are shown?,1,all
e7b959cc.jpg,What color is the case?,Black,black
e7b959cc.jpg,Is the phone's screen on or off?,On,Off.
e7b959cc.jpg,Rectangular or square?,Rectangular,rectangle
2b376aeb.jpg,What color is the bottle's cap?,Green,green
2b376aeb.jpg,What shape is the main label?,Rectangle,bottle
2b376aeb.jpg,How many colorful leaves are depicted on the label?,6,none
2b376aeb.jpg,What is the brand of the sauce?,365,365
2b376aeb.jpg,What color is the sauce?,Brown,green
70085b94.jpg,How many wine bottles are visible?,3,none
70085b94.jpg,What shape is the tabletop?,Round,Rectangle
70085b94.jpg,What is the predominant color of the chairs?,Brown,brown.
70085b94.jpg,Are the chair backs woven?,Yes,no.
70085b94.jpg,How many chairs surround the table?,4,4
88e0291d.jpg,What shape are the dominant objects on the case?,Rectangular,Christmas
88e0291d.jpg,How many circular presents are visible?,1,0
88e0291d.jpg,What color is the phone case's background?,Green,green
88e0291d.jpg,What is depicted on the phone case?,Presents,presents
88e0291d.jpg,Is the camera cutout round or square?,Round,Round
edbd738e.jpg,How many suitcases are shown?,3,3
edbd738e.jpg,What color is the predominant fabric of the suitcases?,Blue,blue
edbd738e.jpg,What shape are the suitcases?,Rectangular,round
edbd738e.jpg,How many wheels does each suitcase have?,4,3
edbd738e.jpg,What is the position of the smallest suitcase relative to the largest?,Right,Largest
490886d2.jpg,What color is the sofa?,Indigo,Blue
490886d2.jpg,How many cushions are on the back of the sofa?,3,None.
490886d2.jpg,What is the sofa's material?,Velvet,Blue
490886d2.jpg,What shape are the back cushions?,Square,Cushion
490886d2.jpg,How many seat cushions does the sofa have?,3,2
f5a41365.jpg,What color is the shoe's upper?,Maroon,maroon
f5a41365.jpg,How many shoes are visible?,1,none
f5a41365.jpg,What shape is the toe?,Round,Skechers
f5a41365.jpg,Is the sole white?,Yes,yes
f5a41365.jpg,What is the material of the upper?,Knit,leather
b77f269d.jpg,What shape is the phone case?,Rectangular,Tartan
b77f269d.jpg,How many cameras are visible?,1,2
b77f269d.jpg,What color is the dominant horizontal stripe?,Red,blue
b77f269d.jpg,Is the pattern striped?,Plaid,Yes
b77f269d.jpg,What is at the bottom center of the case?,Logo,Tartan
f09977d7.jpg,What shape is the phone case?,Rectangular,wicker
f09977d7.jpg,How many camera lenses are visible?,1,None.
f09977d7.jpg,What pattern is on the case?,Woven,wicker
f09977d7.jpg,Is the case primarily dark or light?,Dark,Dark
f09977d7.jpg,What material does the pattern resemble?,Wicker,wicker
e5f05665.jpg,What shape are the depicted objects?,Rectangular,cube
e5f05665.jpg,How many camera cutouts are visible?,1,0
e5f05665.jpg,What color are the bricks?,White,white
e5f05665.jpg,Is the pattern striped?,Yes,yes
e5f05665.jpg,What device does this case fit?,Phone,samsung
8716cf44.jpg,How many grips does this holder have?,2,**ONE**
8716cf44.jpg,What color is the branding text?,White,Black.
8716cf44.jpg,What shape are the side grips?,Triangular,"""square"""
8716cf44.jpg,Is the back panel rectangular?,Yes,yes
8716cf44.jpg,What brand is this product?,AmazonBasics,Amazon
cfd0511f.jpg,What color is the slipper?,Gray,grey
cfd0511f.jpg,How many slippers are shown?,1,1
cfd0511f.jpg,What shape is the toe of the slipper?,Round,UGG
cfd0511f.jpg,Is the material of the slipper's exterior smooth or fuzzy?,Fuzzy,soft
cfd0511f.jpg,Where is the brand logo located?,Side,ugg
533ccd3f.jpg,How many vertical supports are there?,2,4
533ccd3f.jpg,What shape are the shelves?,Rectangular,square
533ccd3f.jpg,Are the shelves slanted or flat?,Flat,Flat.
533ccd3f.jpg,How many wheels does the rack have?,4,4
533ccd3f.jpg,What color are the shelf supports?,Black,Black
34ec8840.jpg,What shape is the tray?,Square,square
34ec8840.jpg,How many handles does the tray have?,2,4
34ec8840.jpg,What color is the pattern inside the tray?,Black,rustic
34ec8840.jpg,What material are the handles made of?,Rope,wood
34ec8840.jpg,Is the tray's exterior darker or lighter than the interior pattern?,Darker,yes
a9f3e02e.jpg,What shape is the phone case?,Rectangular,girl
a9f3e02e.jpg,How many camera lenses are visible?,2,girl
a9f3e02e.jpg,What color is the prominent text?,Black,pink
a9f3e02e.jpg,"What word is printed above ""BOSS""?",Girl,boss
a9f3e02e.jpg,Is the background patterned?,Yes,yes
15cc7ed3.jpg,What shape is the prominent graphic?,Heart,heart
15cc7ed3.jpg,How many cameras are visible?,1,0
15cc7ed3.jpg,What color is the background of the case?,Black,Red
15cc7ed3.jpg,What color is the heart?,Red,red
15cc7ed3.jpg,What is inside the heart shape?,Silhouette,Love
973388d7.jpg,What color are the shoes?,Black,black
973388d7.jpg,How many shoes are visible?,1,none
973388d7.jpg,What shape is the toe?,Pointed,pointy
973388d7.jpg,What material do the shoes appear to be made of?,Suede,suede
973388d7.jpg,Are the heels thick or thin?,Thick,Thick
298cb59e.jpg,What is the shape of the container?,Cylindrical,Solimo
298cb59e.jpg,What color is the cap?,Maroon,SOLMO
298cb59e.jpg,How many brands are visible?,1,Solimo
298cb59e.jpg,What is the product's purpose?,Freshening,air
298cb59e.jpg,What pattern is on the label?,Geometric,Solimo
9a56c45a.jpg,What shape is the phone case?,Rectangular,Blue
9a56c45a.jpg,How many camera cutouts are visible?,1,0
9a56c45a.jpg,What color dominates the case's design?,Blue,Blue
